timestamp,left_raw_left_knee,left_smoothed_left_knee,left_state,left_repetitions,left_rom_min,left_rom_max,left_rom,right_raw_right_knee,right_smoothed_right_knee,right_state,right_repetitions,right_rom_min,right_rom_max,right_rom
1128709.0735463,179.94683684854485,,UNKNOWN,0,,,,179.57111268778215,,UNKNOWN,0,,,
1128709.1320505,179.29230982266057,,UNKNOWN,0,,,,179.48822278512236,,UNKNOWN,0,,,
1128709.2048742,179.12654291619467,,UNKNOWN,0,,,,179.54835178372193,,UNKNOWN,0,,,
1128709.2752326,179.28448787679793,,UNKNOWN,0,,,,179.59706284907082,,UNKNOWN,0,,,
1128709.3478815,179.1909296068004,,UNKNOWN,0,,,,179.39106152449418,,UNKNOWN,0,,,
1128709.4136465,178.930248919337,,UNKNOWN,0,,,,178.70489957256595,,UNKNOWN,0,,,
1128709.4722209,178.77742422353202,,UNKNOWN,0,,,,178.2112477176354,,UNKNOWN,0,,,
1128709.5357693,178.69424089484025,,UNKNOWN,0,,,,177.78345736997716,,UNKNOWN,0,,,
1128709.6018697,178.6297677904768,,UNKNOWN,0,,,,177.6954037339394,,UNKNOWN,0,,,
1128709.6737713,178.63344128678014,,UNKNOWN,0,,,,177.54664066759136,,UNKNOWN,0,,,
1128709.7402564,178.8058237331453,,UNKNOWN,0,,,,177.11557730920654,,UNKNOWN,0,,,
1128709.8100385,178.9840704883659,,UNKNOWN,0,,,,176.79732800501554,,UNKNOWN,0,,,
1128709.8810079,179.06200028785744,,UNKNOWN,0,,,,176.73068964132804,,UNKNOWN,0,,,
1128709.9450501,179.63333636797694,,UNKNOWN,0,,,,176.43705570984125,,UNKNOWN,0,,,
1128710.0094401,179.66857747944044,,UNKNOWN,0,,,,176.77791978339008,,UNKNOWN,0,,,
1128710.0790281,179.64903386756998,,UNKNOWN,0,,,,177.1909406846173,,UNKNOWN,0,,,
1128710.1438115,179.28435581890085,,UNKNOWN,0,,,,177.63997249154434,,UNKNOWN,0,,,
1128710.2319748,179.5363184127477,,UNKNOWN,0,,,,177.99856079670408,,UNKNOWN,0,,,
1128710.3546765,179.8902854891614,,UNKNOWN,0,,,,178.3445365069399,,UNKNOWN,0,,,
1128710.4748356,179.27148352118047,,UNKNOWN,0,,,,177.9973915826413,,UNKNOWN,0,,,
1128710.5483117,179.13049404090236,,UNKNOWN,0,,,,177.93846461995486,,UNKNOWN,0,,,
1128710.6138061,179.1137162693893,,UNKNOWN,0,,,,177.72146283347163,,UNKNOWN,0,,,
1128710.6756933,178.81063370695924,,UNKNOWN,0,,,,177.64150009151615,,UNKNOWN,0,,,
1128710.7462215,178.8688048345806,,UNKNOWN,0,,,,177.625935348596,,UNKNOWN,0,,,
1128710.8176813,178.92528216139814,,UNKNOWN,0,,,,178.25787108455572,,UNKNOWN,0,,,
1128710.880718,179.2059029634672,,UNKNOWN,0,,,,178.17884270046957,,UNKNOWN,0,,,
1128710.9536706,179.6280124201184,,UNKNOWN,0,,,,178.21172181561548,,UNKNOWN,0,,,
1128711.0316532,179.53140705711346,,UNKNOWN,0,,,,178.35593594401251,,UNKNOWN,0,,,
1128711.095413,179.44982888732176,,UNKNOWN,0,,,,178.51082056864092,,UNKNOWN,0,,,
1128711.1773437,179.58302556830836,,UNKNOWN,0,,,,178.8484219228566,,UNKNOWN,0,,,
1128711.2487439,179.85009211239955,,UNKNOWN,0,,,,179.0150352816337,,UNKNOWN,0,,,
1128711.3135778,179.94442640904185,,UNKNOWN,0,,,,179.0890854780225,,UNKNOWN,0,,,
1128711.3781917,179.8144776567811,,UNKNOWN,0,,,,179.28589043040466,,UNKNOWN,0,,,
1128711.4494265,179.8483925208572,,UNKNOWN,0,,,,179.66567824551626,,UNKNOWN,0,,,
1128711.5302859,179.8748998271396,,UNKNOWN,0,,,,179.8723196145636,,UNKNOWN,0,,,
1128711.5995193,179.79597119956094,,UNKNOWN,0,,,,179.85009342623906,,UNKNOWN,0,,,
1128711.6667965,179.74957634909487,,UNKNOWN,0,,,,179.59649978091235,,UNKNOWN,0,,,
1128711.7362414,179.66164973664948,,UNKNOWN,0,,,,179.47285106483403,,UNKNOWN,0,,,
1128711.8014268,179.3967162344765,,UNKNOWN,0,,,,179.13422868820905,,UNKNOWN,0,,,
1128711.8627143,179.80354461629875,,UNKNOWN,0,,,,179.11821986377194,,UNKNOWN,0,,,
1128711.927122,179.9610198235252,,UNKNOWN,0,,,,179.0852230804356,,UNKNOWN,0,,,
1128712.0078738,179.5257173437878,,UNKNOWN,0,,,,178.97815275547495,,UNKNOWN,0,,,
1128712.0774438,178.7251425653494,,UNKNOWN,0,,,,179.74154546700848,,UNKNOWN,0,,,
1128712.1380274,178.86228345341837,,UNKNOWN,0,,,,179.58590227618004,,UNKNOWN,0,,,
1128712.2011824,179.31495286009255,,UNKNOWN,0,,,,179.17700666893361,,UNKNOWN,0,,,
1128712.2654607,179.30323781332837,,UNKNOWN,0,,,,179.12411709670712,,UNKNOWN,0,,,
1128712.3316955,179.28873614332068,,UNKNOWN,0,,,,179.10964689201535,,UNKNOWN,0,,,
1128712.3884624,179.4131741072586,,UNKNOWN,0,,,,179.04776496874018,,UNKNOWN,0,,,
1128712.4989469,179.80071682601803,,UNKNOWN,0,,,,179.04301864653343,,UNKNOWN,0,,,
1128712.5706155,179.62359721327437,,UNKNOWN,0,,,,179.39777678803696,,UNKNOWN,0,,,
1128712.7017513,179.50852193536772,,UNKNOWN,0,,,,179.4357562437301,,UNKNOWN,0,,,
1128712.8374907,179.33582191414968,,UNKNOWN,0,,,,176.95500938876413,,UNKNOWN,0,,,
1128712.9153956,178.8272833590328,,UNKNOWN,0,,,,175.9479997325505,,UNKNOWN,0,,,
1128712.9784402,178.32591561520945,,UNKNOWN,0,,,,174.99086478005813,,UNKNOWN,0,,,
1128713.0529057,178.23828173029005,,UNKNOWN,0,,,,175.2507154614427,,UNKNOWN,0,,,
1128713.1170486,178.20150965496185,,UNKNOWN,0,,,,175.41979788912587,,UNKNOWN,0,,,
1128713.1828595,178.0634467464768,,UNKNOWN,0,,,,175.5360920962694,,UNKNOWN,0,,,
1128713.2557908,178.1722728011975,,UNKNOWN,0,,,,175.65843103075943,,UNKNOWN,0,,,
1128713.3325656,178.01575771846794,,UNKNOWN,0,,,,175.6323436567651,,UNKNOWN,0,,,
1128713.405798,177.9251035067544,,UNKNOWN,0,,,,174.61019492318627,,UNKNOWN,0,,,
1128713.4768022,177.95512329351075,,UNKNOWN,0,,,,173.72976324022994,,UNKNOWN,0,,,
1128713.5345405,177.9975552468744,,UNKNOWN,0,,,,173.3154916109129,,UNKNOWN,0,,,
1128713.5941313,178.00910160156613,,UNKNOWN,0,,,,173.40938069305386,,UNKNOWN,0,,,
1128713.6594423,178.2577154461652,,UNKNOWN,0,,,,173.7024212397124,,UNKNOWN,0,,,
1128713.7392113,178.48907857135478,,UNKNOWN,0,,,,174.0295519197566,,UNKNOWN,0,,,
1128713.8164016,178.65099090724894,,UNKNOWN,0,,,,174.43083775643535,,UNKNOWN,0,,,
1128713.8771597,179.15168525873017,,UNKNOWN,0,,,,175.78963413476816,,UNKNOWN,0,,,
1128713.9434416,179.42159224816888,,UNKNOWN,0,,,,178.48691627109298,,UNKNOWN,0,,,
1128714.0290841,177.83858705313415,,UNKNOWN,0,,,,177.88906905088834,,UNKNOWN,0,,,
1128714.1017001,176.15309393481627,,UNKNOWN,0,,,,178.5986613124802,,UNKNOWN,0,,,
1128714.169224,176.73178175425662,,UNKNOWN,0,,,,179.27803655654728,,UNKNOWN,0,,,
1128714.2373329,177.6558153415417,,UNKNOWN,0,,,,177.9157069751297,,UNKNOWN,0,,,
1128714.3105691,177.81950015086383,,UNKNOWN,0,,,,175.1999288580135,,UNKNOWN,0,,,
1128714.3643026,178.03264663287152,,UNKNOWN,0,,,,177.6314221367946,,UNKNOWN,0,,,
1128714.4255026,178.0541651199398,,UNKNOWN,0,,,,178.54060704199696,,UNKNOWN,0,,,
1128714.4873383,178.029613353862,,UNKNOWN,0,,,,178.84719689191323,,UNKNOWN,0,,,
1128714.5545273,175.02797499897918,,UNKNOWN,0,,,,172.9776879806031,,UNKNOWN,0,,,
1128714.624757,174.51434029106554,,UNKNOWN,0,,,,173.5743949906115,,UNKNOWN,0,,,
1128714.6937968,167.4575584994567,,UNKNOWN,0,,,,174.63264226073966,,UNKNOWN,0,,,
1128714.7581729,159.38705708982928,,UNKNOWN,0,,,,175.20093827686543,,UNKNOWN,0,,,
1128714.8252362,159.4380026264587,,UNKNOWN,0,,,,172.7206244995243,,UNKNOWN,0,,,
1128714.9032911,163.35645920789514,,UNKNOWN,0,,,,172.9261723618823,,UNKNOWN,0,,,
1128714.9649531,167.4843853188236,,UNKNOWN,0,,,,172.55618602243192,,UNKNOWN,0,,,
1128715.0299105,162.58395523866477,,UNKNOWN,0,,,,173.36238480129362,,UNKNOWN,0,,,
1128715.1018794,163.01332023792875,,UNKNOWN,0,,,,173.69318801752016,,UNKNOWN,0,,,
1128715.1623299,7.789864986362457,,UNKNOWN,0,,,,174.49878241032633,174.49878241032633,EXTENDED,0,174.49878241032633,174.49878241032633,0.0
1128715.2336496,6.178356905344126,,UNKNOWN,0,,,,171.966129344783,173.23245587755468,EXTENDED,0,173.23245587755468,174.49878241032633,1.266326532771643
1128715.2954725,2.439604316398629,,UNKNOWN,0,,,,172.93731268787246,173.13407481432728,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.3655798,4.688115068189862,4.688115068189862,UNKNOWN,0,4.688115068189862,4.688115068189862,0.0,173.383132694174,173.19633928428897,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.4632806,9.019855310881647,6.853985189535754,UNKNOWN,0,4.688115068189862,6.853985189535754,2.1658701213458924,174.1030277387345,173.37767697517808,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.5889199,18.285606342683295,10.664525573918267,UNKNOWN,0,4.688115068189862,10.664525573918267,5.976410505728405,173.965086089377,173.2709377109882,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.6746976,18.574031339923966,12.641902015419692,UNKNOWN,0,4.688115068189862,12.641902015419692,7.953786947229831,173.49392548548494,173.5764969391286,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.7367233,163.85717913844886,42.88495744002553,UNKNOWN,0,4.688115068189862,42.88495744002553,38.19684237183567,173.4233163064277,173.67369766283963,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.7975231,175.5581874520814,77.05897191680383,UNKNOWN,0,4.688115068189862,77.05897191680383,72.37085684861397,173.42023206950753,173.68111753790635,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.8681019,179.16374974097678,111.08775080282285,UNKNOWN,0,4.688115068189862,111.08775080282285,106.399635734633,173.11115095028134,173.4827421802157,EXTENDED,0,173.13407481432728,174.49878241032633,1.3647075959990502
1128715.9332439,174.5716618485198,142.34496190399017,UNKNOWN,0,4.688115068189862,142.34496190399017,137.6568468358003,170.33077533900834,172.75588003014195,EXTENDED,0,172.75588003014195,174.49878241032633,1.7429023801843755
1128716.0048162,173.7480050218647,173.37975664037833,EXTENDED,0,4.688115068189862,173.37975664037833,168.69164157218847,169.01924046508233,171.86094302606145,EXTENDED,0,171.86094302606145,174.49878241032633,2.637839384264879
1128716.0890077,175.00640071127626,175.6096009549438,EXTENDED,0,4.688115068189862,175.6096009549438,170.92148588675394,170.38907750917124,171.25409526661016,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.1611852,179.61656010002744,176.421275484533,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.66535578741153,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.2335033,179.5618687085876,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,176.1037719038017,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.2949961,179.99673607527353,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,177.53274445159062,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.3617319,179.2371872055636,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.57132872393183,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.4337359,178.6886684932905,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,179.0410492541458,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.4988313,177.49434236644242,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.85775280978422,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.5680668,176.44564116095313,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,179.03486860724254,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.6368654,177.10482647247338,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,175.69070445483493,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.6975804,177.03484872677015,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,176.07535941391046,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.780856,179.42730918117252,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,177.0315629840473,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.8552102,179.39993329863947,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,176.88506558427298,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128716.9329651,179.90747300007808,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,177.24526422147466,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.0094236,179.21434892465106,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,177.74137754612505,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.0820722,178.23021319186967,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,177.23806248607227,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.1555575,177.4171054139056,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,177.5626279608216,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.2252218,177.59054601548485,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.28376502812532,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.2928992,178.83852440475187,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.13149044071176,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.367395,179.18527214063172,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.49254750829073,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.4330306,179.2099208602258,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.6356468617481,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.5200405,179.22839269402917,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,179.5784645576017,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.587241,179.5729665039497,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,179.27481317596323,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.6523645,179.95145124342142,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,179.08706366744337,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.731893,179.9883069259192,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.8885658453486,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.8078899,179.99704609790334,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.83401169853008,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.870547,179.97320611691876,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.7718970199624,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128717.9407391,179.94834312837608,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.80919478311532,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.0167026,179.8523338119771,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,178.6001476827048,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.3324531,177.41116937093145,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,175.12976134178896,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.3950405,176.81359469981658,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,173.65044433689144,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.4529225,175.611183353199,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,175.5101244418519,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.5216321,177.34777570373785,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,175.19834788191665,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.593564,173.44932170293876,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,175.848536166623,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.6690879,170.0635958032802,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,172.5957974456803,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.7611823,172.20043722770276,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,166.50343955137058,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.8369649,168.04908810510165,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,170.75681011804895,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.9013447,137.49925764555556,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,172.05528835100506,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128718.9690528,1.3176816070287196,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,171.15614153908322,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128719.0495805,1.1856451624811872,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,170.7300858729808,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128719.1199234,3.1314455682453692,,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,171.91770969707525,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128719.184033,3.125586433148691,141.21364282296736,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,170.74328827978292,,EXTENDED,0,171.25409526661016,174.49878241032633,3.2446871437161633
1128719.2512247,6.577843804996221,107.61487921426264,EXTENDED,0,4.688115068189862,176.421275484533,171.73316041634314,170.10320117971295,170.59068908865123,EXTENDED,0,170.59068908865123,174.49878241032633,3.9080933216750964
1128719.318277,8.97990559183073,74.66125932825587,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,169.5549527184382,169.8794494422826,EXTENDED,0,169.8794494422826,174.49878241032633,4.619332968043722
1128719.3840696,12.232079655810741,42.10639511716277,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,171.22040898012037,170.05737617050502,EXTENDED,0,169.8794494422826,174.49878241032633,4.619332968043722
1128719.4483846,14.90996058348865,9.165075213855006,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,170.20790097326366,170.29510827214128,EXTENDED,0,169.8794494422826,174.49878241032633,4.619332968043722
1128719.5174058,15.401771785826341,11.620312284390536,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,169.3749500294861,170.09228277620426,EXTENDED,0,169.8794494422826,174.49878241032633,4.619332968043722
1128719.5892331,14.923955426843714,13.289534608760036,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,170.28302265296603,170.12824707085485,EXTENDED,0,169.8794494422826,174.49878241032633,4.619332968043722
1128719.6543686,13.72820348060205,14.2391941865143,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,169.4054877562998,170.0983540784272,EXTENDED,0,169.8794494422826,174.49878241032633,4.619332968043722
1128719.7342654,11.822366805927874,14.157251616537724,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,169.31723625454876,169.71771953331285,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128719.7956143,10.902796332475646,13.355818766335124,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,170.56953401324822,169.7900461413098,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128719.8564971,9.494423434250846,12.174349096020027,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,171.22252910297055,170.1595619560067,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128719.9326648,7.648512981330878,10.719260606917459,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,172.08045700159153,170.51904882573177,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128719.9963444,9.75429245212523,9.924478401222094,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,172.05160590074468,171.04827245462076,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.0689567,9.496622964171982,9.459329632870917,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,172.078749086158,171.60057502094259,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.1315486,9.026911404037572,9.0841526471833,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,172.52817307545675,171.99230283338431,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.1956251,14.263325505719544,10.037933061477041,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,172.77164610558694,172.3021262339076,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.2495189,77.02227687360538,23.912685839931942,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,172.94954109293943,172.47594305217714,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.3178205,115.20675784845393,45.00317891919768,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,173.39775167898972,172.74517220782616,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.3896441,167.53362788270852,76.61057990290499,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,168.1289768939744,171.95521776938944,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.4545527,177.3605802589452,110.27731367388651,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,167.46836256105877,170.94325566650983,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.5209874,178.21900960704002,143.0684504941506,FLEXED,0,4.688115068189862,176.421275484533,171.73316041634314,167.40372794077268,169.869672033547,EXTENDED,0,169.71771953331285,174.49878241032633,4.781062877013483
1128720.5816191,176.386184018366,162.94123192310272,EXTENDED,1,4.688115068189862,176.421275484533,171.73316041634314,170.55607465425027,169.39097874580915,EXTENDED,0,169.39097874580915,174.49878241032633,5.107803664517178
1128720.6423018,176.729901632828,175.2458606799775,EXTENDED,1,4.688115068189862,176.421275484533,171.73316041634314,176.08221902275366,169.92787221456197,EXTENDED,0,169.39097874580915,174.49878241032633,5.107803664517178
1128720.7030786,176.74277304029584,177.087689711495,EXTENDED,1,4.688115068189862,177.087689711495,172.39957464330513,177.9607456209664,171.89422595996035,EXTENDED,0,169.39097874580915,174.49878241032633,5.107803664517178
1128720.7668063,178.58875621698473,177.33332490310292,EXTENDED,1,4.688115068189862,177.33332490310292,172.64520983491306,178.85495092414732,174.17154363257805,EXTENDED,0,169.39097874580915,174.49878241032633,5.107803664517178
1128720.8429132,175.8138031183034,176.85228360535558,EXTENDED,1,4.688115068189862,177.33332490310292,172.64520983491306,177.50946496621094,176.19269103766572,EXTENDED,0,169.39097874580915,176.19269103766572,6.801712291856575
1128720.913243,174.1583788674826,176.40672257517892,EXTENDED,1,4.688115068189862,177.33332490310292,172.64520983491306,178.66941800943528,177.81535970870272,EXTENDED,0,169.39097874580915,177.81535970870272,8.424380962893565
1128720.9819345,175.04553869772798,176.06984998815892,EXTENDED,1,4.688115068189862,177.33332490310292,172.64520983491306,176.4073579541851,,EXTENDED,0,169.39097874580915,177.81535970870272,8.424380962893565
